http://carebridgehealth.com/team2023,"Lynne most recently served as President of the Clinical Care business for Matrix Medical Network, providing in-home assessments supporting risk adjustment and HEDIS gap closure for health plan customers. Prior to Matrix, Lynne spent 10 years with UnitedHealth Group in various leadership positions."
http://carebridgehealth.com/team2023,Todd Leri
http://carebridgehealth.com/team2023,Chief Growth Officer
http://carebridgehealth.com/team2023,"Todd most recently served as Senior Vice President of Business Development at Remedy Partners, where he was a founding member of the management team and led Remedys risk partnerships. Prior to Remedy, he served as a Director in Alvarez & Marsals healthcare restructuring group."
http://carebridgehealth.com/team2023,Pam Coleman
http://carebridgehealth.com/team2023,"Regional President, West"
http://carebridgehealth.com/team2023,"Pam has more than 30 years of experience in Medicaid and has led efforts nationwide to develop, expand, and improve managed long-term services and supports (MLTSS) programs. Pam most recently served as a Director with Sellers Dorsey, a Medicaid consulting firm. Prior to that, Pam was the Director of Managed Care for the State of Texas Medicaid programs."
http://carebridgehealth.com/team2023,Wilmarie Gonzalez
http://carebridgehealth.com/team2023,"President, PA Market"
http://carebridgehealth.com/team2023,Wilmaries past leadership roles include lead advocate as Pennsylvanias State Long-Term Care Ombudsman and overseeing the statewide protectives services programs. Wilmarie most recently served as Director of Quality designing the overall evaluation and quality infrastructure for the MLTSS program at the PA Department of Human Services.
http://carebridgehealth.com/team2023,Dr. Doug Hsu
http://carebridgehealth.com/team2023,Deputy Chief Medical Officer - Decision Support
http://carebridgehealth.com/team2023,"Dr. Hsu most recently served as Vice President of Medical Policy and Utilization Review and One Care Medical Director at Commonwealth Care Alliance.  Prior to CCA, he helped develop and implement the Beth Israel Deaconess MassHealth Accountable Care Organization.  He is a board certified in internal medicine, pulmonary medicine, and critical care medicine."
http://carebridgehealth.com/team2023,Dr. Rick Cohen
http://carebridgehealth.com/team2023,Chief Medical Director - Clinical Operations & Transformation
http://carebridgehealth.com/team2023,"Dr. Cohen most recently served as the Vice President Collaborative Innovation and Clinical Strategy at CVS Health.  Prior to CVS, he served as the Chief Medical Director for Post-Acute Care and Government Programs at eviCore, a Cigna company.  He is a board-certified internist with nearly thirty years of clinical and executive experience."
http://carebridgehealth.com/team2023,Dr. Miranda Huffman
http://carebridgehealth.com/team2023,National Medical Director - Clinical Operations
http://carebridgehealth.com/team2023,Dr. Huffman is a family physician with a Masters in in Education who continues to mentor students in a free clinic and teaches clinical medicine at Meharry Medical College. She has a particular interest in the care of patients with substance use disorders and chronic pain.
http://carebridgehealth.com/team2023,Dr. Abhi Saxena
http://carebridgehealth.com/team2023,National Medical Director - Behavioral Health
http://carebridgehealth.com/team2023,Dr. Saxena most recently served as the medical director of hospital services for Vanderbilt Behavioral Health. He is the medical director of behavioral health services at Southwell Health System and is certified by the American Board of Psychiatry and Neurology.
https://www.charterup.com/charter-buses/charter-bus-rentals-for-teams/,html
https://www.charterup.com/charter-buses/charter-bus-rentals-for-teams/,This site is optimized with the Yoast SEO plugin v21.3 - https://yoast.com/wordpress/plugins/seo/
https://www.charterup.com/charter-buses/charter-bus-rentals-for-teams/,Charters for Teams | CharterUP
https://www.charterup.com/charter-buses/charter-bus-rentals-for-teams/,/ Yoast SEO plugin.
https://www.charterup.com/charter-buses/charter-bus-rentals-for-teams/,Google Tag Manager
https://www.charterup.com/charter-buses/charter-bus-rentals-for-teams/,End Google Tag Manager
https://www.charterup.com/charter-buses/charter-bus-rentals-for-teams/,No Cookies
https://www.charterup.com/charter-buses/charter-bus-rentals-for-teams/,Google Tag Manager (noscript)
https://www.charterup.com/charter-buses/charter-bus-rentals-for-teams/,End Google Tag Manager (noscript)
https://www.charterup.com/charter-buses/charter-bus-rentals-for-teams/,Charters for Teams
https://www.charterup.com/charter-buses/charter-bus-rentals-for-teams/,"When you escort your team to a game, you need to make sure they have a bus with comfortable seating, plenty of legroom, and enough space to stash their gear."
https://www.charterup.com/charter-buses/charter-bus-rentals-for-teams/,GET A QUOTE
https://www.charterup.com/charter-buses/charter-bus-rentals-for-teams/,OR CALL
https://www.charterup.com/charter-buses/charter-bus-rentals-for-teams/,1-866-315-8261
https://www.charterup.com/charter-buses/charter-bus-rentals-for-teams/,"2,000+ companies already rely on CharterUP for their bus charters."
https://www.charterup.com/charter-buses/charter-bus-rentals-for-teams/,"<img src=""img/clients_02amazon.svg"" alt=""amazon"" style=""margin-top: 2%;"">
	      		<img src=""img/clients_03facebook.svg"" alt=""facebook"">
	      		<img src=""img/clients_04apple.svg"" alt=""apple"" style=""margin-bottom: 1%; margin-left: 2%; margin-right: 2%;"">
	      		<img src=""img/clients_05google.svg"" alt=""google"" class=""d-none d-sm-block"" style=""margin-top: 0.5%;"">
	      		<img src=""img/clients_06delta.svg"" alt=""delta"" class=""d-none d-sm-block"">"
https://www.charterup.com/charter-buses/charter-bus-rentals-for-teams/,"<div class=""clients-list d-xs-block d-sm-none"">
	      		<img src=""img/clients_05google.svg"" alt=""google"" style=""margin-top: 0.5%;"">
	      		<img src=""img/clients_06delta.svg"" alt=""delta"">
	      	</div>"
https://www.charterup.com/charter-buses/charter-bus-rentals-for-teams/,CharterUP can help you find the right motorcoach for your athletes. Book a charter bus or build your own fleet in just a few minutes using our online platform.
https://www.charterup.com/charter-buses/charter-bus-rentals-for-teams/,Compare Prices
https://www.charterup.com/charter-buses/charter-bus-rentals-for-teams/,Compare real-time prices and availability from companies serving your area.
https://www.charterup.com/charter-buses/charter-bus-rentals-for-teams/,Rider App
https://www.charterup.com/charter-buses/charter-bus-rentals-for-teams/,"Easily share your location, manage passengers, and contact your driver."
https://www.charterup.com/charter-buses/charter-bus-rentals-for-teams/,Visibility
https://www.charterup.com/charter-buses/charter-bus-rentals-for-teams/,"Get real-time data on fleet, amenities, insurance, and safety records."
https://www.charterup.com/charter-buses/charter-bus-rentals-for-teams/,Live Tracking
https://www.charterup.com/charter-buses/charter-bus-rentals-for-teams/,Take the guesswork out and get real-time updates on the location of the bus.
https://www.charterup.com/charter-buses/charter-bus-rentals-for-teams/,Instant Bookings
https://www.charterup.com/charter-buses/charter-bus-rentals-for-teams/,Instantly book your bus and confirm your reservation automatically.
https://www.charterup.com/charter-buses/charter-bus-rentals-for-teams/,Streamline Payments
https://www.charterup.com/charter-buses/charter-bus-rentals-for-teams/,A new and seamless checkout process with several payment options.
https://www.charterup.com/charter-buses/charter-bus-rentals-for-teams/,Instantly quote a trip with
https://www.charterup.com/charter-buses/charter-bus-rentals-for-teams/,Receive a quote in 60 seconds using our real-time pricing tool and find your bus today.
https://www.charterup.com/charter-buses/charter-bus-rentals-for-teams/,"<button data-v-5c0d2170="""" type=""submit"">GET A QUOTE</button>"
https://www.charterup.com/charter-buses/charter-bus-rentals-for-teams/,GET A QUOTE
https://www.charterup.com/charter-buses/charter-bus-rentals-for-teams/,600
https://www.charterup.com/charter-buses/charter-bus-rentals-for-teams/,+
https://www.charterup.com/charter-buses/charter-bus-rentals-for-teams/,Bus Companies
https://www.charterup.com/charter-buses/charter-bus-rentals-for-teams/,25
https://www.charterup.com/charter-buses/charter-bus-rentals-for-teams/,+
https://www.charterup.com/charter-buses/charter-bus-rentals-for-teams/,Cities Nationwide
https://www.charterup.com/charter-buses/charter-bus-rentals-for-teams/,4000
https://www.charterup.com/charter-buses/charter-bus-rentals-for-teams/,+
https://www.charterup.com/charter-buses/charter-bus-rentals-for-teams/,Buses
https://www.charterup.com/charter-buses/charter-bus-rentals-for-teams/,"This website is like a Rocket, isn't it? Performance optimized by WP Rocket. Learn more: https://wp-rocket.me - Debug: cached@1708343908"
https://birchcreekdev.com/about/,html
https://birchcreekdev.com/about/,[if !(IE 6) | !(IE 7) | !(IE 8)  ]><!
https://birchcreekdev.com/about/,<![endif]
https://birchcreekdev.com/about/,This site is optimized with the Yoast SEO plugin v22.0 - https://yoast.com/wordpress/plugins/seo/
https://birchcreekdev.com/about/,About | Birch Creek
https://birchcreekdev.com/about/,/ Yoast SEO plugin.
https://birchcreekdev.com/about/,start Simple Custom CSS and JS
https://birchcreekdev.com/about/,end Simple Custom CSS and JS
https://birchcreekdev.com/about/,start Simple Custom CSS and JS
https://birchcreekdev.com/about/,Google Tag Manager
https://birchcreekdev.com/about/,End Google Tag Manager
https://birchcreekdev.com/about/,end Simple Custom CSS and JS
https://birchcreekdev.com/about/,start Simple Custom CSS and JS
https://birchcreekdev.com/about/,end Simple Custom CSS and JS
https://birchcreekdev.com/about/,start Simple Custom CSS and JS
https://birchcreekdev.com/about/,end Simple Custom CSS and JS
https://birchcreekdev.com/about/,start Simple Custom CSS and JS
https://birchcreekdev.com/about/,end Simple Custom CSS and JS
https://birchcreekdev.com/about/,start Simple Custom CSS and JS
https://birchcreekdev.com/about/,end Simple Custom CSS and JS
https://birchcreekdev.com/about/,start Simple Custom CSS and JS
https://birchcreekdev.com/about/,end Simple Custom CSS and JS
https://birchcreekdev.com/about/,start Simple Custom CSS and JS
https://birchcreekdev.com/about/,Google Tag Manager (noscript)
https://birchcreekdev.com/about/,End Google Tag Manager (noscript)
https://birchcreekdev.com/about/,end Simple Custom CSS and JS
https://birchcreekdev.com/about/,The7 11.11.0
https://birchcreekdev.com/about/,Skip to content
https://birchcreekdev.com/about/,About
https://birchcreekdev.com/about/,Give Back
https://birchcreekdev.com/about/,Services
https://birchcreekdev.com/about/,Landowners
https://birchcreekdev.com/about/,Projects
https://birchcreekdev.com/about/,Team
https://birchcreekdev.com/about/,News
https://birchcreekdev.com/about/,Careers
https://birchcreekdev.com/about/,Contact
https://birchcreekdev.com/about/,Renewable Energy Development and Finance
https://birchcreekdev.com/about/,Birch Creek has numerous projects in various stages of development across
https://birchcreekdev.com/about/,"MISO, PJM,"
https://birchcreekdev.com/about/,ERCOT
https://birchcreekdev.com/about/,", the Southeast, and other markets in the US."
https://birchcreekdev.com/about/,OUR TEAM
https://birchcreekdev.com/about/,OUR STORY
https://birchcreekdev.com/about/,"Birch Creek was formed in 2019 by a group of experienced solar-industry executives, to take advantage of the tremendous opportunity for utility-scale solar growth and development."
https://birchcreekdev.com/about/,Birch Creeks senior management group has collectively financed or developed solar generation projects in practically every state in the nation.
https://birchcreekdev.com/about/,"Since inception, Birch has developed 36 utility scale solar projects, totaling 872 MW."
https://birchcreekdev.com/about/,"Birch Creek is actively engaged in the development of more than 8 GW of solar power generation, and storage projects."
https://birchcreekdev.com/about/,OUR FOCUS AREAS
https://birchcreekdev.com/about/,Greenfield Development
https://birchcreekdev.com/about/,Birch Creek seeks to create development asset value via greenfield development opportunities in the growing renewable energy sector. Birch Creek seeks early stage development assets in strategic markets where development milestones are understood and capital be can be deployed efficiently.
https://birchcreekdev.com/about/,Late Stage M&A
https://birchcreekdev.com/about/,"Through its collective experience in utility scale solar and its extensive relationships with third party development partners, Birch Creek seeks mid to late stage utility scale development assets that it can take through finance and construction. Through its business model, Birch Creek is able to add velocity to bringing projects to market by preparing for construction and optimizing capital strategies."
https://birchcreekdev.com/about/,#content
https://birchcreekdev.com/about/,#page
https://greenlightdistribution.com/,html
https://greenlightdistribution.com/,This site is optimized with the Yoast SEO plugin v21.7 - https://yoast.com/wordpress/plugins/seo/
https://greenlightdistribution.com/,Home - Green Light Distribution
https://greenlightdistribution.com/,/ Yoast SEO plugin.
https://greenlightdistribution.com/,We will continue to push boundaries and change how things are done.
https://greenlightdistribution.com/,Our story
https://greenlightdistribution.com/,"Green Light Distribution was established to even the playing field. With experience as both the supplier and the wholesaler, the team at Green Light Distribution found it pertinent to change the status quo. We are a distribution company that provides services for small to mid-size wine and craft spirits brands. Our goal is to help these small to mid-size companies continue to grow and take market share from the big guys."
https://greenlightdistribution.com/,Close off-canvas content
https://flexcareinfusion.com/about-us/#team,html
https://flexcareinfusion.com/about-us/#team,Search Engine Optimization by Rank Math PRO - https://rankmath.com/
https://flexcareinfusion.com/about-us/#team,About Us | Meet Our Team | Flexcare Infusion Centers
https://flexcareinfusion.com/about-us/#team,/Rank Math WordPress SEO plugin
https://flexcareinfusion.com/about-us/#team,This site uses the Google Analytics by MonsterInsights plugin v8.24.1 - Using Analytics tracking - https://www.monsterinsights.com/
https://flexcareinfusion.com/about-us/#team,/ Google Analytics by MonsterInsights
https://flexcareinfusion.com/about-us/#team,"TODO: Instead of adding the class via JS, we should add the class directly in PHP"
https://flexcareinfusion.com/about-us/#team,Google Tag Manager
https://flexcareinfusion.com/about-us/#team,End Google Tag Manager
https://flexcareinfusion.com/about-us/#team,MonsterInsights Form Tracking
https://flexcareinfusion.com/about-us/#team,End MonsterInsights Form Tracking
https://flexcareinfusion.com/about-us/#team,Cookie policy
https://flexcareinfusion.com/about-us/#team,About FlexCare
https://flexcareinfusion.com/about-us/#team,"FlexCare Infusion Centers provides specialty infusion and injection services to adult and pediatric patients with rare, chronic, and complex conditions."
https://flexcareinfusion.com/about-us/#team,"Our infusion clinics were founded with the aim of providing patient-centered care that is accessible and affordable. Our mission is simple: we care for patients as if they were members of our own families. Since opening our doors, FlexCare has helped hundreds of patients on their journey to better health."
https://flexcareinfusion.com/about-us/#team,The FlexCare Patient Experience
https://flexcareinfusion.com/about-us/#team,
https://flexcareinfusion.com/about-us/#team,Our Patients Come First
https://flexcareinfusion.com/about-us/#team,"Patient experience is our top priority. From walk-up parking and comfortable infusion suites to staff members who go above and beyond, FlexCare patients can spend more time focusing on their journey to better health."
https://flexcareinfusion.com/about-us/#team,
https://flexcareinfusion.com/about-us/#team,Care Close to Home
https://flexcareinfusion.com/about-us/#team,FlexCare patients don’t need to travel far for specialized care. Our infusion clinics are located in popular urban and rural locations to make your care more accessible.
https://flexcareinfusion.com/about-us/#team,
https://flexcareinfusion.com/about-us/#team,Convenient Hours
https://flexcareinfusion.com/about-us/#team,FlexCare appointments fit our busy patients’ schedules. Our clinics offer evening and weekend hours.
https://flexcareinfusion.com/about-us/#team,Referring Providers
https://flexcareinfusion.com/about-us/#team,
https://flexcareinfusion.com/about-us/#team,Full Circle Prior Authorization
https://flexcareinfusion.com/about-us/#team,"Submit a referral form, and our team will take it from there. FlexCare’s intake specialists handle all aspects of prior authorization, including insurance verification, denial appeals, and letters of medical necessity."
https://flexcareinfusion.com/about-us/#team,
https://flexcareinfusion.com/about-us/#team,Dedicated Account Managers
https://flexcareinfusion.com/about-us/#team,FlexCare’s referring providers have a direct point of contact for all questions regarding referrals and prior authorization. Easy access to patient status speeds up your patients’ time to treatment.
https://flexcareinfusion.com/about-us/#team,Community Involvement
https://flexcareinfusion.com/about-us/#team,FlexCare Infusion Centers is proud to work with both local and national organizations to support our communities. We’re members of chambers of commerce and other local organizations and participate in volunteer events. FlexCare also partners with multiple national organizations that advocate for research and treatment of chronic conditions.
https://flexcareinfusion.com/about-us/#team,FlexCare’s Leadership Team
https://flexcareinfusion.com/about-us/#team,Aaron Smith
https://flexcareinfusion.com/about-us/#team,"CEO, Co-Founder"
https://flexcareinfusion.com/about-us/#team,Read Bio
https://flexcareinfusion.com/about-us/#team,Callie Turk
https://flexcareinfusion.com/about-us/#team,"COO, Co-Founder"
https://flexcareinfusion.com/about-us/#team,Jack Weston
https://flexcareinfusion.com/about-us/#team,CFO
https://flexcareinfusion.com/about-us/#team,Read Bio
https://flexcareinfusion.com/about-us/#team,Adam Midkiff
https://flexcareinfusion.com/about-us/#team,Chief Strategy Officer
https://flexcareinfusion.com/about-us/#team,Read Bio
https://flexcareinfusion.com/about-us/#team,"Mark Kharoufeh, RN, BSN, MBA"
https://flexcareinfusion.com/about-us/#team,"Executive Vice President, Business Development and Expansion"
https://flexcareinfusion.com/about-us/#team,Read Bio
https://flexcareinfusion.com/about-us/#team,"Rick Yerondopoulos, PharmD"
https://flexcareinfusion.com/about-us/#team,"Executive Vice President, Pharmacy"
https://flexcareinfusion.com/about-us/#team,Read Bio
https://flexcareinfusion.com/about-us/#team,Austin Wickersham
https://flexcareinfusion.com/about-us/#team,Vice President of Technology
https://flexcareinfusion.com/about-us/#team,Read Bio
https://flexcareinfusion.com/about-us/#team,Matthew Holden
https://flexcareinfusion.com/about-us/#team,Vice President of Operations
https://flexcareinfusion.com/about-us/#team,Read Bio
https://flexcareinfusion.com/about-us/#team,Rebekkah Jackman
https://flexcareinfusion.com/about-us/#team,Director of Patient Access
https://flexcareinfusion.com/about-us/#team,Read Bio
https://flexcareinfusion.com/about-us/#team,Heather Randel
https://flexcareinfusion.com/about-us/#team,Director of Revenue Cycle Management
https://flexcareinfusion.com/about-us/#team,Read Bio
https://flexcareinfusion.com/about-us/#team,Makenna Lang
https://flexcareinfusion.com/about-us/#team,Director of Clinical Services
https://flexcareinfusion.com/about-us/#team,Read Bio
https://flexcareinfusion.com/about-us/#team,Cecilia Wilborn
https://flexcareinfusion.com/about-us/#team,Operations Director
https://flexcareinfusion.com/about-us/#team,Read Bio
https://flexcareinfusion.com/about-us/#team,Need style code for dipi-popup-wrapper to make 'Popup Position setting' working with 'Popup Width' setting
https://flexcareinfusion.com/about-us/#team,×
https://flexcareinfusion.com/about-us/#team,FlexCare is not currently accepting referrals for
https://flexcareinfusion.com/about-us/#team,Benlysta
https://flexcareinfusion.com/about-us/#team,due to a national backorder issued by the manufacturer (GSK). Our team is currently unable to determine the duration of this shortage and is recommending steps be taken by patients and providers to transition to an alternative therapy. Please close this box to view referral forms or possible alternative therapies. If you would still like to access the Benlysta referral form please click here.
https://flexcareinfusion.com/about-us/#team,Need style code for dipi-popup-wrapper to make 'Popup Position setting' working with 'Popup Width' setting
https://flexcareinfusion.com/about-us/#team,×
https://flexcareinfusion.com/about-us/#team,Cecilia Wilborn
https://flexcareinfusion.com/about-us/#team,joined FlexCare in early 2022 as Operations Manager and assisted in the achievement of the organization’s accreditation before assuming the role of Operations Director in 2023.
https://flexcareinfusion.com/about-us/#team,"Cecilia earned her bachelor’s and master’s degrees from the University of Kansas – Rock Chalk Jayhawk! She brought to FlexCare 10 years of experience in infusion therapy operations, specializing in data organization and analysis, quality assurance for clinical documentation, and editing and proofing of publications."
https://flexcareinfusion.com/about-us/#team,"Cecilia currently resides in Kansas with her husband, son, and spoiled pets. In her spare time, she loves trail running, baking, and traveling. She and her husband love traveling so much that in 2021 they lived in a small travel trailer with their cat and dog for six months, visiting 47 states and 41 national parks."
https://flexcareinfusion.com/about-us/#team,Need style code for dipi-popup-wrapper to make 'Popup Position setting' working with 'Popup Width' setting
https://flexcareinfusion.com/about-us/#team,×
https://flexcareinfusion.com/about-us/#team,Aaron Smith
https://flexcareinfusion.com/about-us/#team,"partnered with Callie Turk to start FlexCare Infusion Centers after learning firsthand the profound impact specialty infusion can have on patients and the challenges they often encounter on the journey to effective treatment. There is an unprecedented opportunity to improve access, delivery, and outcomes through better communication, technology, and operations. At FlexCare Infusion Centers, his team works hard to make the changes the patients deserve to see."
https://flexcareinfusion.com/about-us/#team,"Aaron joined the healthcare sector 25 years ago when he co-founded a disease management software company focused on patient outcomes collection and ambulatory clinic accreditation. He entered population health through an acquisition of Healthways and later entered specialty medications with Briova – an Optum company. His FlexCare team routinely makes the impossible possible through expertise, good process, cutting edge technology, data-driven decision making, and a lot of listening."
https://flexcareinfusion.com/about-us/#team,Need style code for dipi-popup-wrapper to make 'Popup Position setting' working with 'Popup Width' setting
https://flexcareinfusion.com/about-us/#team,×
https://flexcareinfusion.com/about-us/#team,Makenna Lang
https://flexcareinfusion.com/about-us/#team,"joined FlexCare in 2021 as the Managing Nurse Practitioner in Birmingham. In 2023, she assumed the role of National Director of Clinical Services. Makenna oversees protocol optimization, patient safety, and clinical procedures."
https://flexcareinfusion.com/about-us/#team,"Makenna holds an MSN and FNP-C certification from Samford University. Previously, Makenna worked as an ENT nurse before earning her certification from the American Academy of Nurse Practitioners (AANP) in 2018."
https://flexcareinfusion.com/about-us/#team,"Makenna is married to Wes, and together they have two cats, Ralphie and Beans. She enjoys going to concerts, trying new restaurants, playing trivia and board games with friends, and has recently taken up skateboarding as a hobby."
https://flexcareinfusion.com/about-us/#team,Need style code for dipi-popup-wrapper to make 'Popup Position setting' working with 'Popup Width' setting
https://flexcareinfusion.com/about-us/#team,×
https://flexcareinfusion.com/about-us/#team,Heather Randel
https://flexcareinfusion.com/about-us/#team,"joined FlexCare in 2020 and led the development of the Intake team before taking over Revenue Cycle Management in 2022. Heather has 10 years of medical RCM experience in ambulatory, specialty pharmacy, and home infusion. Previously, Heather was the Assistance Director of RCM in Intake for a Specialty Pharmacy and Home Infusion service in Kansas."
https://flexcareinfusion.com/about-us/#team,"Currently, Heather oversees RCM for FlexCare’s ambulatory infusion services and specialty pharmacy. She lives in Olathe, KS with her husband and two children."
https://flexcareinfusion.com/about-us/#team,Need style code for dipi-popup-wrapper to make 'Popup Position setting' working with 'Popup Width' setting
https://flexcareinfusion.com/about-us/#team,×
https://flexcareinfusion.com/about-us/#team,Rebekkah Jackman
https://flexcareinfusion.com/about-us/#team,joined FlexCare Infusion Centers in 2019 as a Managing Nurse Practitioner and Specialty Biologics Clinical Reviewer before assuming the role of Director of Patient Access in 2022. Rebekkah heads FlexCare’s industry-leading Intake team and ensures FlexCare patients experience the shortest time to treatment.
https://flexcareinfusion.com/about-us/#team,Rebekkah graduated from the University of Oklahoma Health Sciences Center where she earned her Master of Science Degree in Nursing with a Family Nurse Practitioner emphasis. She has over 16 years of experience in patient care and is passionate about infusion therapy and best serving our patients.
https://flexcareinfusion.com/about-us/#team,"Rebekkah lives in Oklahoma City with her 3 kids and her dog. When she’s not keeping busy with her kids, you can find her in her craft room."
https://flexcareinfusion.com/about-us/#team,Need style code for dipi-popup-wrapper to make 'Popup Position setting' working with 'Popup Width' setting
https://flexcareinfusion.com/about-us/#team,×
https://flexcareinfusion.com/about-us/#team,Matt Holden
https://flexcareinfusion.com/about-us/#team,is an acute care Nurse Practitioner with over a decade of committed service to the patients in his community. Matt joined FlexCare in 2021 as a Managing Nurse Practitioner and led the launch of the first FlexCare location in Alabama before assuming the role of Vice President of Operations in 2023.
https://flexcareinfusion.com/about-us/#team,"Matt received his BSN from Auburn University before earning his MSN from Vanderbilt University. His experience includes Intensive Care, Transplant Medicine, Cardiothoracic Surgery, and Outpatient Care. Prior to joining FlexCare, Matt developed and launched two new service lines for an outpatient cardiology group in Alabama."
https://flexcareinfusion.com/about-us/#team,"Matt and his wife Rachel reside in Birmingham, AL with their two pets, Addie and Jenkins."
https://flexcareinfusion.com/about-us/#team,Need style code for dipi-popup-wrapper to make 'Popup Position setting' working with 'Popup Width' setting
https://flexcareinfusion.com/about-us/#team,×
https://flexcareinfusion.com/about-us/#team,Austin Wickersham
https://flexcareinfusion.com/about-us/#team,"joined FlexCare in 2020 as a software consultant before assuming the role of Vice President of Technology in 2021. He led the initiative to build a custom-developed enterprise software solution that supports and enhances FlexCare’s vital Intake team, and later led the projects to create data and reporting systems to support all departments. He oversees FlexCare’s software, data, IT, and communications projects."
https://flexcareinfusion.com/about-us/#team,"Austin graduated from the University of Oklahoma with a degree in mechanical engineering. His focus on electromechanical systems quickly led to a passion for automation and building software and data solutions. After gaining experience as a software and applications engineer, he started a software consulting company and has launched several enterprise web, desktop, and mobile applications."
https://flexcareinfusion.com/about-us/#team,"Austin lives in Oklahoma City with his wife, Skye, and two kids. In his free time, you can find him on the running trail, golf course, or playing games and sports with his family and friends."
https://flexcareinfusion.com/about-us/#team,Need style code for dipi-popup-wrapper to make 'Popup Position setting' working with 'Popup Width' setting
https://flexcareinfusion.com/about-us/#team,×
https://flexcareinfusion.com/about-us/#team,Rick Yerondopoulos
https://flexcareinfusion.com/about-us/#team,"professional trajectory took him into leadership just 3 years after obtaining his Doctor of Pharmacy (Pharm.D.) from the University of Arizona. His desire to be a business leader in the world of pharmaceuticals and operations drove him to complete two post-graduate residencies in Milwaukee, WI, with a heavy concentration on administration leadership.  Rick was selected to represent the state of Wisconsin in a joint venture with the state of Iowa at the 2007 Young Pharmacy Leaders Conference."
https://flexcareinfusion.com/about-us/#team,"After a successful launch to his career in Milwaukee, WI, Rick returned to Arizona to be closer to his extended family.  In Arizona, he oversaw all pharmaceutical operations of the hospital-based outpatient clinics at HonorHealth, where he met his future business partner, Mark Kharoufeh.  Rick and Mark co-founded InfuseAble Care in Scottsdale, AZ, in 2020.  When FlexCare acquired InfuseAble Care in 2021, Rick transitioned to EVP of Pharmacy, leading the supply chain and procurement initiatives across the enterprise.  With the recent acquisition of a specialty pharmacy, Rick extended his purview to include oversight of this valuable service line."
https://flexcareinfusion.com/about-us/#team,"Rick currently resides in Scottsdale, AZ with his wife.  His son attends Northern Arizona University in Flagstaff, AZ."
https://flexcareinfusion.com/about-us/#team,Need style code for dipi-popup-wrapper to make 'Popup Position setting' working with 'Popup Width' setting
https://flexcareinfusion.com/about-us/#team,×
