"annotation_id","annotator","created_at","homepage","id","lead_time","sentiment","text","updated_at","url"
35,"2","2024-03-21T18:51:15.479681Z","location: homepage",35,3.446,"About","Follow","2024-03-21T18:51:15.479724Z","https://www.facebook.com/FlexCareInfusion"
36,"2","2024-03-21T18:51:31.194657Z","location: about/team",36,4.628,"Title/role","National Medical Director - Clinical Operations","2024-03-21T18:51:31.194679Z","http://carebridgehealth.com/team2023"
37,"2","2024-03-21T18:52:10.135692Z","location: homepage",37,17.356,"Neither","For affiliatesEasily monetize your traffic","2024-03-21T18:52:10.135731Z","https://www.marketcall.com/affiliates"
38,"2","2024-03-21T18:53:02.112690Z","location: about/team",38,26.337,"Neither","Dr. Rick Cohen","2024-03-21T18:53:02.112731Z","http://carebridgehealth.com/team2023"
39,"2","2024-03-21T18:53:18.601405Z","location: about/team",39,3.764,"About","After a successful launch to his career in Milwaukee, WI, Rick returned to Arizona to be closer to his extended family.  In Arizona, he oversaw all pharmaceutical operations of the hospital-based outpatient clinics at HonorHealth, where he met his future business partner, Mark Kharoufeh.  Rick and Mark co-founded InfuseAble Care in Scottsdale, AZ, in 2020.  When FlexCare acquired InfuseAble Care in 2021, Rick transitioned to EVP of Pharmacy, leading the supply chain and procurement initiatives across the enterprise.  With the recent acquisition of a specialty pharmacy, Rick extended his purview to include oversight of this valuable service line.","2024-03-21T18:53:18.601436Z","https://flexcareinfusion.com/about-us/#team"
40,"2","2024-03-21T18:53:44.758889Z","location: about/team",40,3.22,"Title/role","President, Clinical Operations","2024-03-21T18:53:44.758918Z","http://carebridgehealth.com/team2023"
41,"2","2024-03-21T18:54:17.337929Z","location: homepage",41,24.961,"About","Audits","2024-03-21T18:54:17.337957Z","https://liveshopper.com/audits/"
42,"2","2024-03-21T18:54:57.836361Z","location: about/team",42,5.367,"About","Team — CareBridge","2024-03-21T18:54:57.836405Z","http://carebridgehealth.com/team2023"
43,"2","2024-03-21T18:55:28.214092Z","location: about/team",43,14.707,"About","Austin graduated from the University of Oklahoma with a degree in mechanical engineering. His focus on electromechanical systems quickly led to a passion for automation and building software and data solutions. After gaining experience as a software and applications engineer, he started a software consulting company and has launched several enterprise web, desktop, and mobile applications.","2024-03-21T18:55:28.214132Z","https://flexcareinfusion.com/about-us/#team"
44,"2","2024-03-21T18:55:41.209310Z","location: homepage",44,2.452,"About","Locations","2024-03-21T18:55:41.209334Z","https://flexcareinfusion.com/locations/"
45,"2","2024-03-21T18:55:53.356396Z","location: homepage",45,7.98,"About","Blog","2024-03-21T18:55:53.356421Z","https://liveshopper.com/blog/"
46,"2","2024-03-21T18:56:05.231636Z","location: homepage",46,3.578,"About","In-Network Insurers","2024-03-21T18:56:05.231689Z","https://flexcareinfusion.com/in-network-insurers/"
47,"2","2024-03-21T18:56:12.525946Z","location: about/team",47,2.982,"Neither","Derek Lindblom","2024-03-21T18:56:12.525977Z","http://carebridgehealth.com/team2023"
48,"2","2024-03-21T18:56:19.112975Z","location: about/team",48,2.33,"Neither","×","2024-03-21T18:56:19.113003Z","https://flexcareinfusion.com/about-us/#team"
49,"2","2024-03-21T18:57:17.762445Z","location: about/team",49,3.347,"Neither","Dr. Miranda Huffman","2024-03-21T18:57:17.762477Z","http://carebridgehealth.com/team2023"
50,"2","2024-03-21T18:57:37.918165Z","location: homepage",50,3.037,"About","Team","2024-03-21T18:57:37.918204Z","http://carebridgehealth.com/team2023"
51,"2","2024-03-21T18:57:49.922698Z","location: homepage",51,3.882,"About","Notice of Privacy Practices","2024-03-21T18:57:49.922749Z","http://carebridgehealth.com/cb-privacy-policy"
52,"2","2024-03-21T18:58:06.069608Z","location: homepage",52,4.272,"About","Link 2","2024-03-21T18:58:06.069640Z","https://tryfacta.com"
53,"2","2024-03-21T18:58:17.042049Z","location: homepage",53,2.526,"About","Home Services","2024-03-21T18:58:17.042075Z","https://www.marketcall.com/industries#vertical-home-services"
54,"2","2024-03-21T18:58:24.540974Z","location: homepage",54,2.101,"Neither","Follow","2024-03-21T18:58:24.541000Z","https://www.linkedin.com/company/flexcareinfusion/"
55,"2","2024-03-21T18:58:33.133069Z","location: homepage",55,2.622,"About","Who We Are","2024-03-21T18:58:33.133103Z","https://liveshopper.com/who-we-are/"
56,"2","2024-03-21T18:58:44.440460Z","location: homepage",56,4.921,"About","Login","2024-03-21T18:58:44.440492Z","http://liveshopper.com"
57,"2","2024-03-21T18:58:55.436589Z","location: about/team",57,4.457,"Title/role","Chief Medical Officer","2024-03-21T18:58:55.436625Z","http://carebridgehealth.com/team2023"
58,"2","2024-03-21T18:59:13.407530Z","location: about/team",58,4.336,"Neither","Rebekkah Jackman","2024-03-21T18:59:13.407560Z","https://flexcareinfusion.com/about-us/#team"
59,"2","2024-03-21T18:59:25.898438Z","location: about/team",59,4.051,"Neither","×","2024-03-21T18:59:25.898469Z","https://flexcareinfusion.com/about-us/#team"
60,"2","2024-03-21T18:59:41.707241Z","location: homepage",60,3.665,"About","Sassie Systems","2024-03-21T18:59:41.707272Z","https://liveshopper.com/sassie-systems/"
61,"2","2024-03-21T19:00:14.356889Z","location: about/team",61,8.682,"Neither","×","2024-03-21T19:00:14.356920Z","https://flexcareinfusion.com/about-us/#team"
62,"2","2024-03-21T19:00:25.677225Z","location: about/team",62,4.093,"About","Matt and his wife Rachel reside in Birmingham, AL with their two pets, Addie and Jenkins.","2024-03-21T19:00:25.677254Z","https://flexcareinfusion.com/about-us/#team"
63,"2","2024-03-21T19:00:50.462265Z","location: homepage",63,13.028,"About","Upward Health","2024-03-21T19:00:50.462307Z","https://upwardhealth.com/category/upward-health/"
64,"2","2024-03-21T19:01:14.679382Z","location: about/team",64,3.172,"About","Rebekkah graduated from the University of Oklahoma Health Sciences Center where she earned her Master of Science Degree in Nursing with a Family Nurse Practitioner emphasis. She has over 16 years of experience in patient care and is passionate about infusion therapy and best serving our patients.","2024-03-21T19:01:14.679426Z","https://flexcareinfusion.com/about-us/#team"
65,"2","2024-03-21T19:01:24.616872Z","location: about/team",65,3.341,"About","Dr. Cohen most recently served as the Vice President Collaborative Innovation and Clinical Strategy at CVS Health.  Prior to CVS, he served as the Chief Medical Director for Post-Acute Care and Government Programs at eviCore, a Cigna company.  He is a board-certified internist with nearly thirty years of clinical and executive experience.","2024-03-21T19:01:24.616908Z","http://carebridgehealth.com/team2023"
66,"2","2024-03-21T19:01:38.789048Z","location: homepage",66,2.704,"About","Demos","2024-03-21T19:01:38.789086Z","https://liveshopper.com/sassie-demos/"
67,"2","2024-03-21T19:01:49.060984Z","location: about/team",67,2.068,"About","Matt Holden is an acute care Nurse Practitioner with over a decade of committed service to the patients in his community. Matt joined FlexCare in 2021 as a Managing Nurse Practitioner and led the launch of the first FlexCare location in Alabama before assuming the role of Vice President of Operations in 2023.","2024-03-21T19:01:49.061023Z","https://flexcareinfusion.com/about-us/#team"
68,"2","2024-03-21T19:02:22.796896Z","location: homepage",68,2.826,"About","Banking","2024-03-21T19:02:22.796949Z","https://tryfacta.com/industry/banking"
69,"2","2024-03-21T19:02:33.017642Z","location: about/team",69,2.221,"Title/role","Chief Executive Officer","2024-03-21T19:02:33.017689Z","http://carebridgehealth.com/team2023"
70,"2","2024-03-21T19:15:36.616151Z","location: homepage",70,3.929,"About","Vacancy","2024-03-21T19:15:36.616199Z","https://www.marketcall.com/hiring"
71,"2","2024-03-21T19:17:14.284180Z","location: homepage",71,71.91,"About","Online Monitoring","2024-03-21T19:17:14.284232Z","https://liveshopper.com/online-monitoring/"
72,"2","2024-03-21T19:17:33.935846Z","location: about/team",72,6.57,"Bio","Lynne most recently served as President of the Clinical Care business for Matrix Medical Network, providing in-home assessments supporting risk adjustment and HEDIS gap closure for health plan customers. Prior to Matrix, Lynne spent 10 years with UnitedHealth Group in various leadership positions.","2024-03-21T19:17:33.935879Z","http://carebridgehealth.com/team2023"
73,"2","2024-03-21T19:17:49.854513Z","location: homepage",73,2.615,"About","Careers","2024-03-21T19:17:49.854547Z","https://upwardhealth.com/careers/"
74,"2","2024-03-21T19:18:07.744904Z","location: about/team",74,3.408,"Title/role","Executive Vice President, Business Development and Expansion","2024-03-21T19:18:07.744941Z","https://flexcareinfusion.com/about-us/#team"
75,"2","2024-03-21T19:18:14.366538Z","location: homepage",75,2.328,"Neither","December 19, 2023","2024-03-21T19:18:14.366591Z","https://upwardhealth.com/2023/12/19/"
76,"2","2024-03-21T19:20:39.425199Z","location: about/team",76,4.462,"Bio","Heather Randel joined FlexCare in 2020 and led the development of the Intake team before taking over Revenue Cycle Management in 2022. Heather has 10 years of medical RCM experience in ambulatory, specialty pharmacy, and home infusion. Previously, Heather was the Assistance Director of RCM in Intake for a Specialty Pharmacy and Home Infusion service in Kansas.","2024-03-21T19:20:39.425240Z","https://flexcareinfusion.com/about-us/#team"
77,"2","2024-03-21T19:20:51.591962Z","location: homepage",77,3.874,"About","Join Our Team","2024-03-21T19:20:51.592002Z","https://flexcareinfusion.com/careers/"
78,"2","2024-03-21T19:21:03.171700Z","location: homepage",78,3.876,"Title/role","Board of Directors","2024-03-21T19:21:03.171743Z","https://upwardhealth.com/leadership/board-of-directors/"
79,"2","2024-03-21T19:21:25.769144Z","location: homepage",79,9.41,"Neither","C-SAT","2024-03-21T19:21:25.769183Z","https://liveshopper.com/c-sat/"
80,"2","2024-03-21T19:21:49.544215Z","location: homepage",80,5.986,"About","Tryfacta Federal","2024-03-21T19:21:49.544255Z","https://tryfacta.com"
81,"2","2024-03-21T19:21:59.029230Z","location: about/team",81,2.763,"Bio","Mark’s dedication to enhancing access to healthcare and a model that always places the patients and their caregivers at the center of every visit was the impetus for teaming up with Rick Yerondopoulos and establishing InfuseAble Care in November 2020. Through Mark and Rick’s reputation in Arizona for reliable and service-oriented healthcare, InfuseAble Care’s brand quickly became the trusted ambulatory infusion center for physicians to refer their patients to around the state. Mark and Ricks’s goals of scaling InfuseAble Care nationally came to fruition upon meeting Aaron Smith, Callie Turk, and Adam Midkiff of FlexCare and RC Capital and ultimately joined FlexCare Infusion via acquisition in December 2021.","2024-03-21T19:21:59.029266Z","https://flexcareinfusion.com/about-us/#team"
82,"2","2024-03-21T19:22:07.408716Z","location: about/team",82,3.16,"Bio","Derek most recently led COVID-19 testing and mass and mobile vaccination efforts across the State of Illinois. Prior to that, he was a leader at Livongo (LVGO) and led teams with global consulting firm Bain & Co. and 7wireVentures VC Fund. He was also a policy advisor in the U.S. Senate and the City of Chicago Mayors Office.","2024-03-21T19:22:07.408762Z","http://carebridgehealth.com/team2023"
83,"2","2024-03-21T19:22:36.476944Z","location: homepage",83,4.152,"About","Follow","2024-03-21T19:22:36.476971Z","https://www.instagram.com/flexcare_infusion/"
84,"2","2024-03-21T19:22:44.896463Z","location: about/team",84,2.789,"Bio","Rick Yerondopoulos professional trajectory took him into leadership just 3 years after obtaining his Doctor of Pharmacy (Pharm.D.) from the University of Arizona. His desire to be a business leader in the world of pharmaceuticals and operations drove him to complete two post-graduate residencies in Milwaukee, WI, with a heavy concentration on administration leadership.  Rick was selected to represent the state of Wisconsin in a joint venture with the state of Iowa at the 2007 Young Pharmacy Leaders Conference.","2024-03-21T19:22:44.896506Z","https://flexcareinfusion.com/about-us/#team"
85,"2","2024-03-21T19:23:08.948504Z","location: homepage",85,3.141,"About","mthink.com","2024-03-21T19:23:08.948539Z","https://mthink.com/best-pay-per-call-networks/"
86,"2","2024-03-21T19:23:24.085192Z","location: about/team",86,6.941,"Bio","Need style code for dipi-popup-wrapper to make 'Popup Position setting' working with 'Popup Width' setting","2024-03-21T19:23:24.085228Z","https://flexcareinfusion.com/about-us/#team"
87,"2","2024-03-21T19:24:20.280307Z","location: homepage",87,2.865,"About","Contacts","2024-03-21T19:24:20.280341Z","https://www.marketcall.com/contact"
88,"2","2024-03-21T19:24:30.579464Z","location: about/team",88,3.13,"Neither","html","2024-03-21T19:24:30.579509Z","http://carebridgehealth.com/team2023"
89,"2","2024-03-21T19:24:39.837729Z","location: homepage",89,2.786,"About","Product Overview","2024-03-21T19:24:39.837767Z","https://liveshopper.com/product-overview/"
90,"2","2024-03-21T19:24:48.245116Z","location: about/team",90,2.921,"About","Wilmaries past leadership roles include lead advocate as Pennsylvanias State Long-Term Care Ombudsman and overseeing the statewide protectives services programs. Wilmarie most recently served as Director of Quality designing the overall evaluation and quality infrastructure for the MLTSS program at the PA Department of Human Services.","2024-03-21T19:24:48.245154Z","http://carebridgehealth.com/team2023"
91,"2","2024-03-21T19:25:40.672496Z","location: homepage",91,4.305,"About","Login","2024-03-21T19:25:40.672543Z","https://www.charterup.com/login/"
92,"2","2024-03-21T19:25:56.613947Z","location: homepage",92,9.783,"About","Upward Health Locations","2024-03-21T19:25:56.613977Z","https://upwardhealth.com/service-locations/"
94,"2","2024-03-21T19:26:14.060593Z","location: about/team",93,3.949,"Neither","×","2024-03-21T19:26:14.060622Z","https://flexcareinfusion.com/about-us/#team"
93,"2","2024-03-21T19:26:05.447695Z","location: about/team",94,5.601,"Neither","Wilmarie Gonzalez","2024-03-21T19:26:05.447734Z","http://carebridgehealth.com/team2023"
95,"2","2024-03-21T19:26:22.191825Z","location: homepage",95,4.264,"Product/Feature","Linkedin","2024-03-21T19:26:22.191864Z","https://www.linkedin.com/company/upward-health"
96,"2","2024-03-21T19:26:41.988584Z","location: homepage",96,12.082,"Neither","Virtual Tour","2024-03-21T19:26:41.988633Z","https://flexcareinfusion.com/virtual-tour/"
97,"2","2024-03-21T19:26:58.336036Z","location: about/team",97,2.955,"Title/role","Chief Medical Director - Clinical Operations & Transformation","2024-03-21T19:26:58.336086Z","http://carebridgehealth.com/team2023"
98,"2","2024-03-21T19:27:39.957257Z","location: homepage",98,3.21,"About","Sign up as an affiliateEasily monetize your traffic","2024-03-21T19:27:39.957316Z","https://www.marketcall.com/auth/register/affiliate"
99,"2","2024-03-21T19:27:51.116034Z","location: homepage",99,3.03,"About","About Us","2024-03-21T19:27:51.116067Z","https://www.charterup.com/about-us/"
100,"2","2024-03-21T19:27:57.568713Z","location: homepage",100,2.537,"About","Home","2024-03-21T19:27:57.568742Z","http://carebridgehealth.com/"
101,"2","2024-03-21T19:28:04.243895Z","location: homepage",101,3.044,"Neither","Dragon","2024-03-21T19:28:04.243950Z","https://liveshopper.com/dragon/"
102,"2","2024-03-21T19:28:21.184540Z","location: homepage",102,12.103,"About","Automatization","2024-03-21T19:28:21.184563Z","https://www.marketcall.com/automatization"
103,"2","2024-03-21T19:28:31.131838Z","location: about/team",103,2.69,"About","Team","2024-03-21T19:28:31.131877Z","http://carebridgehealth.com/team2023"
104,"2","2024-03-21T19:28:37.499517Z","location: about/team",104,2.908,"Title/role","Vice President of Technology","2024-03-21T19:28:37.499544Z","https://flexcareinfusion.com/about-us/#team"
105,"2","2024-03-21T19:28:45.772497Z","location: homepage",105,3.887,"About","Contact Us","2024-03-21T19:28:45.772541Z","https://liveshopper.com/contact-us/"
106,"2","2024-03-21T19:28:57.854221Z","location: homepage",106,8.094,"About","Fraud prevention","2024-03-21T19:28:57.854261Z","https://www.marketcall.com/fraud-prevention"
107,"2","2024-03-21T19:29:09.784375Z","location: homepage",107,7.513,"Neither","Our Foundation","2024-03-21T19:29:09.784405Z","https://upwardhealth.com/community-support/"
108,"2","2024-03-21T19:29:19.390443Z","location: about/team",108,5.326,"Bio","Todd most recently served as Senior Vice President of Business Development at Remedy Partners, where he was a founding member of the management team and led Remedys risk partnerships. Prior to Remedy, he served as a Director in Alvarez & Marsals healthcare restructuring group.","2024-03-21T19:29:19.390501Z","http://carebridgehealth.com/team2023"
109,"2","2024-03-21T19:29:25.970346Z","location: about/team",109,3.036,"Neither","×","2024-03-21T19:29:25.970377Z","https://flexcareinfusion.com/about-us/#team"
110,"2","2024-03-21T19:29:33.984558Z","location: about/team",110,4.023,"Bio","Brad is the Executive Chairman of CareBridge Health and the Founder and Chief Executive Officer of Russell Street Ventures. Brad served as Co-Founder and CEO of Aspire Health and the Director of the Center for Medicare and Medicaid Innovation (CMMI).","2024-03-21T19:29:33.984603Z","http://carebridgehealth.com/team2023"
111,"2","2024-03-21T19:29:54.881880Z","location: about/team",111,16.861,"Neither","Need style code for dipi-popup-wrapper to make 'Popup Position setting' working with 'Popup Width' setting","2024-03-21T19:29:54.881907Z","https://flexcareinfusion.com/about-us/#team"
112,"2","2024-03-21T19:30:03.866082Z","location: about/team",112,4.332,"Neither","Patti Killingsworth","2024-03-21T19:30:03.866128Z","http://carebridgehealth.com/team2023"
113,"2","2024-03-21T19:30:12.203595Z","location: homepage",113,4.32,"About","For advertisersGet qualified leads for your business","2024-03-21T19:30:12.203632Z","https://www.marketcall.com/merchants"
114,"2","2024-03-21T19:30:19.922628Z","location: homepage",114,3.583,"About","Cloud","2024-03-21T19:30:19.922658Z","https://tryfacta.com/digital/cloud"
115,"2","2024-03-21T19:30:28.297122Z","location: homepage",115,4.441,"Product/Feature","Request a Visit","2024-03-21T19:30:28.297151Z","https://flexcareinfusion.com/request-a-visit/"
116,"2","2024-03-21T19:30:35.491406Z","location: homepage",116,2.963,"About","Payouts","2024-03-21T19:30:35.491442Z","https://www.marketcall.com/payouts"
117,"2","2024-03-21T19:30:42.493166Z","location: about/team",117,3.035,"Title/role","Chief Growth Officer","2024-03-21T19:30:42.493194Z","http://carebridgehealth.com/team2023"
118,"2","2024-03-21T19:30:51.598975Z","location: homepage",118,5.071,"Neither","410+ Reviews","2024-03-21T19:30:51.599013Z","https://flexcareinfusion.com/reviews"
119,"2","2024-03-21T19:31:00.745552Z","location: about/team",119,2.427,"Neither","Lynne Schaffler","2024-03-21T19:31:00.745587Z","http://carebridgehealth.com/team2023"
120,"2","2024-03-21T19:31:09.116413Z","location: about/team",120,3.693,"Neither","Heather Randel","2024-03-21T19:31:09.116449Z","https://flexcareinfusion.com/about-us/#team"
121,"2","2024-03-21T19:31:17.875903Z","location: about/team",121,3.449,"Bio","Dr. Hsu most recently served as Vice President of Medical Policy and Utilization Review and One Care Medical Director at Commonwealth Care Alliance.  Prior to CCA, he helped develop and implement the Beth Israel Deaconess MassHealth Accountable Care Organization.  He is a board certified in internal medicine, pulmonary medicine, and critical care medicine.","2024-03-21T19:31:17.875941Z","http://carebridgehealth.com/team2023"
122,"2","2024-03-21T19:31:48.493876Z","location: homepage",122,3.044,"About","Arizona","2024-03-21T19:31:48.493903Z","https://flexcareinfusion.com/locations/arizona/"
123,"2","2024-03-21T19:31:55.002891Z","location: about/team",123,2.747,"About","Mark currently resides in Litchfield Park, AZ with his wife, two sons, daughter, and labradoodle Eevee.","2024-03-21T19:31:55.002921Z","https://flexcareinfusion.com/about-us/#team"
124,"2","2024-03-21T19:32:01.985129Z","location: about/team",124,3.049,"Bio","Dr. Henderson most recently served as the Chief Medical Officer of PopHealthCare and previously served as the Lead Medical Director for Uniteds LTSS program in Tennessee as well as on Uniteds national LTSS clinical team. She is board-certified in internal medicine, geriatrics, and palliative medicine as well as a certified Medical Director with the Society for Post-Acute and Long-Term Care Medicine. She also serves as a Lieutenant Colonel in the US Army Reserve.","2024-03-21T19:32:01.985181Z","http://carebridgehealth.com/team2023"
125,"2","2024-03-21T19:32:09.617087Z","location: about/team",125,3.285,"Neither","×","2024-03-21T19:32:09.617126Z","https://flexcareinfusion.com/about-us/#team"
126,"2","2024-03-21T19:32:30.206511Z","location: homepage",126,16.352999999999998,"About","Marketing Tools","2024-03-21T19:32:36.833964Z","https://www.marketcall.com/tools"
127,"2","2024-03-21T19:32:46.404549Z","location: homepage",127,3.205,"About","Current Users","2024-03-21T19:32:46.404585Z","http://carebridgehealth.com/states"
128,"2","2024-03-21T19:32:56.003091Z","location: homepage",128,5.368,"About","Auto Correct Auto Change","2024-03-21T19:32:56.003130Z","https://liveshopper.com/auto-correct-auto-change/"
129,"2","2024-03-21T19:33:04.614035Z","location: homepage",129,2.696,"About","Providers","2024-03-21T19:33:04.614076Z","https://flexcareinfusion.com"
130,"2","2024-03-21T19:33:10.701409Z","location: about/team",130,2.323,"Bio","Dr. Saxena most recently served as the medical director of hospital services for Vanderbilt Behavioral Health. He is the medical director of behavioral health services at Southwell Health System and is certified by the American Board of Psychiatry and Neurology.","2024-03-21T19:33:10.701450Z","http://carebridgehealth.com/team2023"
131,"2","2024-03-21T19:33:21.578408Z","location: about/team",131,6.535,"About","End of Squarespace Headers","2024-03-21T19:33:21.578456Z","http://carebridgehealth.com/team2023"
132,"2","2024-03-21T19:33:28.686777Z","location: about/team",132,3.054,"Bio","Patti has nearly 25 years of Medicaid LTSS experience, most recently as the longstanding Assistant Commissioner and Chief of LTSS for TennCare, the Medicaid Agency in Tennessee. She is a lifelong family caregiver and a nationally recognized leader in HCBS policy and programs. She has managed LTSS, value-based purchasing, and initiatives to improve care for beneficiaries dually eligible for Medicare and Medicaid.","2024-03-21T19:33:28.686820Z","http://carebridgehealth.com/team2023"
133,"2","2024-03-21T19:34:09.318916Z","location: about/team",133,2.415,"Neither","minnow-khaki-hzyd","2024-03-21T19:34:09.318964Z","http://carebridgehealth.com/team2023"
