"annotation_id","annotator","created_at","homepage","id","lead_time","sentiment","text","updated_at","url"
156,"1","2024-03-29T07:19:38.146337Z","location: homepage",426,2.477,"Neither","Follow","2024-03-29T07:19:38.146369Z","https://www.linkedin.com/company/flexcareinfusion/"
223,"1","2024-03-29T07:42:14.967404Z","location: homepage",427,1.921,"About","Who We Are","2024-03-29T07:42:14.967468Z","https://liveshopper.com/who-we-are/"
157,"1","2024-03-29T07:19:45.315165Z","location: homepage",428,2.675,"Neither","Login","2024-03-29T07:19:45.315192Z","http://liveshopper.com"
222,"1","2024-03-29T07:42:11.675901Z","location: about/team",429,1.938,"Title/role","Chief Medical Officer","2024-03-29T07:42:11.675938Z","http://carebridgehealth.com/team2023"
221,"1","2024-03-29T07:42:08.818178Z","location: about/team",430,2.071,"Neither","Rebekkah Jackman","2024-03-29T07:42:08.818204Z","https://flexcareinfusion.com/about-us/#team"
165,"1","2024-03-29T07:21:31.640317Z","location: about/team",431,1.696,"Neither","×","2024-03-29T07:21:31.640372Z","https://flexcareinfusion.com/about-us/#team"
316,"1","2024-04-01T03:57:01.813580Z","location: homepage",432,2.066,"Product/Feature","Sassie Systems","2024-04-01T03:57:01.813610Z","https://liveshopper.com/sassie-systems/"
164,"1","2024-03-29T07:21:28.879315Z","location: about/team",433,1.576,"Neither","×","2024-03-29T07:21:28.879356Z","https://flexcareinfusion.com/about-us/#team"
285,"1","2024-03-31T21:06:59.340797Z","location: about/team",434,2.573,"Bio","Matt and his wife Rachel reside in Birmingham, AL with their two pets, Addie and Jenkins.","2024-03-31T21:06:59.340824Z","https://flexcareinfusion.com/about-us/#team"
209,"1","2024-03-29T07:27:44.853936Z","location: homepage",435,1.99,"Neither","Upward Health","2024-03-29T07:27:44.853969Z","https://upwardhealth.com/category/upward-health/"
237,"1","2024-03-30T19:08:17.338447Z","location: about/team",436,2.371,"Bio","Rebekkah graduated from the University of Oklahoma Health Sciences Center where she earned her Master of Science Degree in Nursing with a Family Nurse Practitioner emphasis. She has over 16 years of experience in patient care and is passionate about infusion therapy and best serving our patients.","2024-03-30T19:08:17.338481Z","https://flexcareinfusion.com/about-us/#team"
166,"1","2024-03-29T07:21:37.983066Z","location: about/team",437,3.91,"Bio","Dr. Cohen most recently served as the Vice President Collaborative Innovation and Clinical Strategy at CVS Health.  Prior to CVS, he served as the Chief Medical Director for Post-Acute Care and Government Programs at eviCore, a Cigna company.  He is a board-certified internist with nearly thirty years of clinical and executive experience.","2024-03-29T07:21:37.983105Z","http://carebridgehealth.com/team2023"
317,"1","2024-04-01T03:57:05.879635Z","location: homepage",438,1.93,"Product/Feature","Demos","2024-04-01T03:57:05.879659Z","https://liveshopper.com/sassie-demos/"
167,"1","2024-03-29T07:21:44.106892Z","location: about/team",439,2.241,"Bio","Matt Holden is an acute care Nurse Practitioner with over a decade of committed service to the patients in his community. Matt joined FlexCare in 2021 as a Managing Nurse Practitioner and led the launch of the first FlexCare location in Alabama before assuming the role of Vice President of Operations in 2023.","2024-03-29T07:21:44.106937Z","https://flexcareinfusion.com/about-us/#team"
318,"1","2024-04-01T03:57:09.646983Z","location: homepage",440,2.462,"Product/Feature","Banking","2024-04-01T03:57:09.647025Z","https://tryfacta.com/industry/banking"
168,"1","2024-03-29T07:21:49.116469Z","location: about/team",441,2.137,"Title/role","Chief Executive Officer","2024-03-29T07:21:49.116495Z","http://carebridgehealth.com/team2023"
169,"1","2024-03-29T07:21:52.781491Z","location: homepage",442,2.311,"Neither","Vacancy","2024-03-29T07:21:52.781543Z","https://www.marketcall.com/hiring"
291,"1","2024-04-01T03:41:36.446138Z","location: homepage",443,1.981,"Neither","Online Monitoring","2024-04-01T03:41:36.446180Z","https://liveshopper.com/online-monitoring/"
238,"1","2024-03-30T19:08:24.934012Z","location: about/team",444,2.529,"Bio","Lynne most recently served as President of the Clinical Care business for Matrix Medical Network, providing in-home assessments supporting risk adjustment and HEDIS gap closure for health plan customers. Prior to Matrix, Lynne spent 10 years with UnitedHealth Group in various leadership positions.","2024-03-30T19:08:24.934040Z","http://carebridgehealth.com/team2023"
170,"1","2024-03-29T07:21:59.228426Z","location: homepage",445,5.027,"Neither","Careers","2024-03-29T07:21:59.228492Z","https://upwardhealth.com/careers/"
319,"1","2024-04-01T03:57:17.611370Z","location: about/team",446,5.128,"Title/role","Executive Vice President, Business Development and Expansion","2024-04-01T03:57:17.611415Z","https://flexcareinfusion.com/about-us/#team"
171,"1","2024-03-29T07:22:01.606604Z","location: homepage",447,1.497,"Neither","December 19, 2023","2024-03-29T07:22:01.606645Z","https://upwardhealth.com/2023/12/19/"
239,"1","2024-03-30T19:08:32.700423Z","location: about/team",448,2.899,"Bio","Heather Randel joined FlexCare in 2020 and led the development of the Intake team before taking over Revenue Cycle Management in 2022. Heather has 10 years of medical RCM experience in ambulatory, specialty pharmacy, and home infusion. Previously, Heather was the Assistance Director of RCM in Intake for a Specialty Pharmacy and Home Infusion service in Kansas.","2024-03-30T19:08:32.700502Z","https://flexcareinfusion.com/about-us/#team"
240,"1","2024-03-30T19:08:37.432841Z","location: homepage",449,3.206,"Neither","Join Our Team","2024-03-30T19:08:37.432873Z","https://flexcareinfusion.com/careers/"
320,"1","2024-04-01T03:57:23.109952Z","location: homepage",450,2.566,"About","Board of Directors","2024-04-01T03:57:23.109979Z","https://upwardhealth.com/leadership/board-of-directors/"
158,"1","2024-03-29T07:19:51.315754Z","location: homepage",451,2.89,"Neither","C-SAT","2024-03-29T07:19:51.315814Z","https://liveshopper.com/c-sat/"
321,"1","2024-04-01T03:57:28.678248Z","location: homepage",452,3.096,"Neither","Tryfacta Federal","2024-04-01T03:57:28.678276Z","https://tryfacta.com"
235,"1","2024-03-30T19:07:07.232496Z","location: about/team",453,2.065,"Bio","Mark’s dedication to enhancing access to healthcare and a model that always places the patients and their caregivers at the center of every visit was the impetus for teaming up with Rick Yerondopoulos and establishing InfuseAble Care in November 2020. Through Mark and Rick’s reputation in Arizona for reliable and service-oriented healthcare, InfuseAble Care’s brand quickly became the trusted ambulatory infusion center for physicians to refer their patients to around the state. Mark and Ricks’s goals of scaling InfuseAble Care nationally came to fruition upon meeting Aaron Smith, Callie Turk, and Adam Midkiff of FlexCare and RC Capital and ultimately joined FlexCare Infusion via acquisition in December 2021.","2024-03-30T19:07:07.232523Z","https://flexcareinfusion.com/about-us/#team"
152,"1","2024-03-27T17:12:23.444997Z","location: about/team",454,7.109,"Bio","Derek most recently led COVID-19 testing and mass and mobile vaccination efforts across the State of Illinois. Prior to that, he was a leader at Livongo (LVGO) and led teams with global consulting firm Bain & Co. and 7wireVentures VC Fund. He was also a policy advisor in the U.S. Senate and the City of Chicago Mayors Office.","2024-03-27T17:12:23.445035Z","http://carebridgehealth.com/team2023"
159,"1","2024-03-29T07:19:55.346837Z","location: homepage",455,2.179,"Neither","Follow","2024-03-29T07:19:55.346893Z","https://www.instagram.com/flexcare_infusion/"
208,"1","2024-03-29T07:27:36.596861Z","location: about/team",456,10.099,"Bio","Rick Yerondopoulos professional trajectory took him into leadership just 3 years after obtaining his Doctor of Pharmacy (Pharm.D.) from the University of Arizona. His desire to be a business leader in the world of pharmaceuticals and operations drove him to complete two post-graduate residencies in Milwaukee, WI, with a heavy concentration on administration leadership.  Rick was selected to represent the state of Wisconsin in a joint venture with the state of Iowa at the 2007 Young Pharmacy Leaders Conference.","2024-03-29T07:27:36.596906Z","https://flexcareinfusion.com/about-us/#team"
210,"1","2024-03-29T07:28:02.161180Z","location: homepage",457,1.485,"Neither","mthink.com","2024-03-29T07:28:02.161220Z","https://mthink.com/best-pay-per-call-networks/"
217,"1","2024-03-29T07:30:12.595050Z","location: about/team",458,4.327,"Neither","Need style code for dipi-popup-wrapper to make 'Popup Position setting' working with 'Popup Width' setting","2024-03-29T07:30:12.595078Z","https://flexcareinfusion.com/about-us/#team"
241,"1","2024-03-30T19:08:46.730164Z","location: homepage",459,2.859,"Neither","Contacts","2024-03-30T19:08:46.730192Z","https://www.marketcall.com/contact"
242,"1","2024-03-30T19:08:50.756620Z","location: about/team",460,2.496,"Neither","html","2024-03-30T19:08:50.756688Z","http://carebridgehealth.com/team2023"
243,"1","2024-03-30T19:08:55.800488Z","location: homepage",461,4.067,"Product/Feature","Product Overview","2024-03-30T19:08:55.800516Z","https://liveshopper.com/product-overview/"
244,"1","2024-03-30T19:08:59.801967Z","location: about/team",462,2.733,"Bio","Wilmaries past leadership roles include lead advocate as Pennsylvanias State Long-Term Care Ombudsman and overseeing the statewide protectives services programs. Wilmarie most recently served as Director of Quality designing the overall evaluation and quality infrastructure for the MLTSS program at the PA Department of Human Services.","2024-03-30T19:08:59.802008Z","http://carebridgehealth.com/team2023"
160,"1","2024-03-29T07:19:59.346779Z","location: homepage",463,1.917,"Neither","Login","2024-03-29T07:19:59.346805Z","https://www.charterup.com/login/"
292,"1","2024-04-01T03:45:20.615952Z","location: homepage",464,2.388,"Neither","Upward Health Locations","2024-04-01T03:45:20.615999Z","https://upwardhealth.com/service-locations/"
245,"1","2024-03-30T19:09:05.836467Z","location: about/team",465,4.105,"Neither","×","2024-03-30T19:09:05.836497Z","https://flexcareinfusion.com/about-us/#team"
247,"1","2024-03-30T19:09:11.801403Z","location: about/team",466,1.901,"Neither","Wilmarie Gonzalez","2024-03-30T19:09:11.801430Z","http://carebridgehealth.com/team2023"
246,"1","2024-03-30T19:09:08.830634Z","location: homepage",467,1.895,"Neither","Linkedin","2024-03-30T19:09:08.830662Z","https://www.linkedin.com/company/upward-health"
298,"1","2024-04-01T03:47:24.746413Z","location: homepage",468,1.771,"Neither","Virtual Tour","2024-04-01T03:47:24.746448Z","https://flexcareinfusion.com/virtual-tour/"
248,"1","2024-03-30T19:09:19.372154Z","location: about/team",469,5.595,"Title/role","Chief Medical Director - Clinical Operations & Transformation","2024-03-30T19:09:19.372187Z","http://carebridgehealth.com/team2023"
322,"1","2024-04-01T03:57:35.412124Z","location: homepage",470,2.112,"Neither","Sign up as an affiliateEasily monetize your traffic","2024-04-01T03:57:35.412159Z","https://www.marketcall.com/auth/register/affiliate"
249,"1","2024-03-30T19:09:22.868965Z","location: homepage",471,1.969,"About","About Us","2024-03-30T19:09:22.869018Z","https://www.charterup.com/about-us/"
250,"1","2024-03-30T19:09:27.939255Z","location: homepage",472,3.959,"Neither","Home","2024-03-30T19:09:27.939284Z","http://carebridgehealth.com/"
218,"1","2024-03-29T07:31:41.181341Z","location: homepage",473,5.884,"Neither","Dragon","2024-03-31T02:44:28.852557Z","https://liveshopper.com/dragon/"
323,"1","2024-04-01T03:57:46.479310Z","location: homepage",474,8.856,"Neither","Automatization","2024-04-01T03:57:46.479339Z","https://www.marketcall.com/automatization"
251,"1","2024-03-30T19:09:32.074673Z","location: about/team",475,2.298,"About","Team","2024-03-30T19:09:32.074706Z","http://carebridgehealth.com/team2023"
181,"1","2024-03-29T07:24:40.517278Z","location: about/team",476,2.427,"Title/role","Vice President of Technology","2024-03-29T07:24:40.517307Z","https://flexcareinfusion.com/about-us/#team"
324,"1","2024-04-01T03:57:51.424888Z","location: homepage",477,9.599,"Neither","Contact Us","2024-04-01T03:57:51.424937Z","https://liveshopper.com/contact-us/"
252,"1","2024-03-30T19:09:41.042101Z","location: homepage",478,6.784,"Neither","Fraud prevention","2024-03-30T19:09:41.042125Z","https://www.marketcall.com/fraud-prevention"
325,"1","2024-04-01T03:57:55.610053Z","location: homepage",479,2.58,"Neither","Our Foundation","2024-04-01T03:57:55.610083Z","https://upwardhealth.com/community-support/"
253,"1","2024-03-30T19:09:45.935091Z","location: about/team",480,2.363,"Bio","Todd most recently served as Senior Vice President of Business Development at Remedy Partners, where he was a founding member of the management team and led Remedys risk partnerships. Prior to Remedy, he served as a Director in Alvarez & Marsals healthcare restructuring group.","2024-03-30T19:09:45.935184Z","http://carebridgehealth.com/team2023"
182,"1","2024-03-29T07:24:50.513954Z","location: about/team",481,1.471,"Neither","×","2024-03-29T07:24:50.513983Z","https://flexcareinfusion.com/about-us/#team"
183,"1","2024-03-29T07:24:54.408720Z","location: about/team",482,3.11,"Bio","Brad is the Executive Chairman of CareBridge Health and the Founder and Chief Executive Officer of Russell Street Ventures. Brad served as Co-Founder and CEO of Aspire Health and the Director of the Center for Medicare and Medicaid Innovation (CMMI).","2024-03-29T07:24:54.408801Z","http://carebridgehealth.com/team2023"
184,"1","2024-03-29T07:24:58.681235Z","location: about/team",483,3.234,"Neither","Need style code for dipi-popup-wrapper to make 'Popup Position setting' working with 'Popup Width' setting","2024-03-29T07:24:58.681262Z","https://flexcareinfusion.com/about-us/#team"
185,"1","2024-03-29T07:25:02.946699Z","location: about/team",484,2.743,"Neither","Patti Killingsworth","2024-03-29T07:25:02.946744Z","http://carebridgehealth.com/team2023"
219,"1","2024-03-29T07:41:57.189267Z","location: homepage",485,5.009,"Neither","For advertisersGet qualified leads for your business","2024-03-29T07:41:57.189296Z","https://www.marketcall.com/merchants"
220,"1","2024-03-29T07:42:00.206769Z","location: homepage",486,1.422,"Neither","Cloud","2024-03-29T07:42:00.206793Z","https://tryfacta.com/digital/cloud"
281,"1","2024-03-31T02:51:27.490155Z","location: homepage",487,4.074,"Neither","Request a Visit","2024-03-31T02:51:27.490180Z","https://flexcareinfusion.com/request-a-visit/"
326,"1","2024-04-01T03:58:00.476727Z","location: homepage",488,2.072,"Neither","Payouts","2024-04-01T03:58:00.476750Z","https://www.marketcall.com/payouts"
207,"1","2024-03-29T07:27:20.650792Z","location: about/team",489,2.912,"Title/role","Chief Growth Officer","2024-03-29T07:27:20.650837Z","http://carebridgehealth.com/team2023"
187,"1","2024-03-29T07:25:12.680500Z","location: homepage",490,1.389,"Neither","410+ Reviews","2024-03-29T07:25:12.680540Z","https://flexcareinfusion.com/reviews"
186,"1","2024-03-29T07:25:09.808438Z","location: about/team",491,1.345,"Neither","Lynne Schaffler","2024-03-29T07:25:09.808497Z","http://carebridgehealth.com/team2023"
264,"1","2024-03-30T19:28:28.725914Z","location: about/team",492,2.123,"Neither","Heather Randel","2024-03-30T19:28:28.725937Z","https://flexcareinfusion.com/about-us/#team"
188,"1","2024-03-29T07:25:15.544511Z","location: about/team",493,1.981,"Bio","Dr. Hsu most recently served as Vice President of Medical Policy and Utilization Review and One Care Medical Director at Commonwealth Care Alliance.  Prior to CCA, he helped develop and implement the Beth Israel Deaconess MassHealth Accountable Care Organization.  He is a board certified in internal medicine, pulmonary medicine, and critical care medicine.","2024-03-29T07:25:15.544558Z","http://carebridgehealth.com/team2023"
189,"1","2024-03-29T07:25:17.907420Z","location: homepage",494,1.514,"Neither","Arizona","2024-03-29T07:25:17.907474Z","https://flexcareinfusion.com/locations/arizona/"
191,"1","2024-03-29T07:25:26.330310Z","location: about/team",495,4.006,"Bio","Mark currently resides in Litchfield Park, AZ with his wife, two sons, daughter, and labradoodle Eevee.","2024-03-29T07:25:26.330350Z","https://flexcareinfusion.com/about-us/#team"
190,"1","2024-03-29T07:25:21.505839Z","location: about/team",496,2.718,"Bio","Dr. Henderson most recently served as the Chief Medical Officer of PopHealthCare and previously served as the Lead Medical Director for Uniteds LTSS program in Tennessee as well as on Uniteds national LTSS clinical team. She is board-certified in internal medicine, geriatrics, and palliative medicine as well as a certified Medical Director with the Society for Post-Acute and Long-Term Care Medicine. She also serves as a Lieutenant Colonel in the US Army Reserve.","2024-03-29T07:25:21.505874Z","http://carebridgehealth.com/team2023"
265,"1","2024-03-30T19:28:31.578820Z","location: about/team",497,1.549,"Neither","×","2024-03-30T19:28:31.578852Z","https://flexcareinfusion.com/about-us/#team"
293,"1","2024-04-01T03:45:34.819848Z","location: homepage",498,1.417,"Neither","Marketing Tools","2024-04-01T03:45:34.819895Z","https://www.marketcall.com/tools"
274,"1","2024-03-31T02:50:16.672455Z","location: homepage",499,1.492,"Neither","Current Users","2024-03-31T02:50:16.672499Z","http://carebridgehealth.com/states"
192,"1","2024-03-29T07:25:32.915531Z","location: homepage",500,2.758,"Neither","Auto Correct Auto Change","2024-03-29T07:25:32.915561Z","https://liveshopper.com/auto-correct-auto-change/"
275,"1","2024-03-31T02:50:21.283545Z","location: homepage",501,2.227,"Neither","Providers","2024-03-31T02:50:21.283574Z","https://flexcareinfusion.com"
193,"1","2024-03-29T07:25:35.681516Z","location: about/team",502,1.643,"Bio","Dr. Saxena most recently served as the medical director of hospital services for Vanderbilt Behavioral Health. He is the medical director of behavioral health services at Southwell Health System and is certified by the American Board of Psychiatry and Neurology.","2024-03-29T07:25:35.681543Z","http://carebridgehealth.com/team2023"
302,"1","2024-04-01T03:53:05.310166Z","location: about/team",503,4.444,"Neither","End of Squarespace Headers","2024-04-01T03:53:05.310201Z","http://carebridgehealth.com/team2023"
